id,author,community,alpha,beta
554,thomas rüter_pers/32,31,1.0,0.50
555,thomas schaaf_pers/28,38,1.0,0.50
556,thomas william_pers/22,17,1.0,0.50
557,thérèse ouellet_pers/10,23,1.0,0.50
558,timo m. breit_pers/28,38,1.0,0.50
559,tingxing dong_pers/29,4,1.0,0.50
560,tom lenaerts_pers/34,21,1.0,0.50
561,tomasz arodz_pers/30,42,1.0,0.50
562,tomasz bartynski_pers/35,0,1.0,0.50
563,tomasz grabarczyk_pers/39,35,1.0,0.50
564,tomasz grabiec_pers/23,24,1.0,0.50
565,tomasz gubala_pers/35,0,1.0,0.50
566,tomasz jadczyk_pers/31,40,1.0,0.50
567,tomasz kowal_pers/23,24,1.0,0.50
568,tomasz krupa_pers/34,21,1.0,0.50
569,tomasz mikolajczyk_pers/35,0,1.0,0.50
570,tomasz pachana_pers/4,28,1.0,0.50
571,tomasz piontek_pers/35,0,1.0,0.50
572,tomasz rozen_pers/22,17,1.0,0.50
573,tomasz sosnicki_pers/37,30,1.0,0.50
574,tomasz szepieniec_pers/37,30,1.0,0.50
575,tomasz szydlo_pers/39,35,1.0,0.50
576,tomasz wójcik_pers/9,37,1.0,0.50
577,tomir kryza_pers/6,9,1.0,0.50
578,uwe schwiegelshohn_pers/32,31,1.0,0.50
579,vaidy s. sunderam_pers/32,31,1.0,0.50
580,valeria v. krzhizhanovskaya_pers/31,40,1.0,0.50
581,vincent m. wheeler_pers/29,4,1.0,0.50
582,vito baggiolini_pers/18,32,1.0,0.50
583,vladimir getov_pers/32,31,1.0,0.50
584,vladimir janjic_pers/34,21,1.0,0.50
585,vladimir korkhov_pers/28,38,1.0,0.50
586,volker sander_pers/37,30,1.0,0.50
587,w. walter czech_pers/29,4,1.0,0.50
588,w. zdechlikiewicz_pers/5,29,1.0,0.50
589,wadim wojciechowski_pers/33,13,1.0,0.50
590,waldemar ciesla_pers/7,8,1.0,0.50
591,witold alda_pers/37,30,1.0,0.50
592,witold dzwinel_pers/29,4,1.0,0.50
593,wlodzimierz funika_pers/35,0,1.0,0.50
594,wojciech czech_pers/30,42,1.0,0.50
595,wojciech fracz_pers/37,30,1.0,0.50
596,wojciech kruczkowski_pers/20,22,1.0,0.50
597,wojciech mielczarek_pers/10,23,1.0,0.50
598,wojciech owczarz_pers/20,22,1.0,0.50
599,wojciech radwanski_pers/19,11,1.0,0.50
600,wojciech rzasa_pers/33,13,1.0,0.50
601,wojciech turek_pers/34,21,1.0,0.50
602,wojciech w. czech_pers/29,4,1.0,0.50
603,wojciech wislicki_pers/37,30,1.0,0.50
604,wojciech zaborowski_pers/39,35,1.0,0.50
605,wojciech ziajka_pers/37,30,1.0,0.50
606,wolfgang e. nagel_pers/32,31,1.0,0.50
607,wolfgang karl_pers/32,31,1.0,0.50
608,wolfgang walkowiak_pers/22,17,1.0,0.50
609,xi gao_pers/12,3,1.0,0.50
610,xian-he sun_pers/32,31,1.0,0.50
611,xuebin chi_pers/31,40,1.0,0.50
612,yahya bokhari_pers/17,33,1.0,0.50
613,yaolin shi_pers/30,42,1.0,0.50
614,yehuda ben-zion_pers/22,17,1.0,0.50
615,yichen zhou_pers/29,4,1.0,0.50
616,yingchun liu_pers/5,29,1.0,0.50
617,yonghong hu_pers/27,26,1.0,0.50
618,yosandra sandoval_pers/35,0,1.0,0.50
619,yujun sun_pers/19,11,1.0,0.50
620,yuriy kaniovskyi_pers/21,36,1.0,0.50
621,zbigniew kilianski_pers/31,40,1.0,0.50
622,zdzislaw wisniowski_pers/37,30,1.0,0.50
623,zhenyu lu_pers/29,4,1.0,0.50
624,zhiming zhao_pers/28,38,1.0,0.50
625,zofia mosurska_pers/36,25,1.0,0.50
0,a. leszczynski_pers/13,13,1.0,0.55
1,a. v. ozhigin_pers/13,13,1.0,0.55
2,a_key/8,12,1.0,0.55
3,aashish dhungana_pers/10,3,1.0,0.55
4,adam belloum_pers/13,13,1.0,0.55
5,adam bemben_pers/13,13,1.0,0.55
6,adam d. barwell_pers/13,13,1.0,0.55
7,adam padee_pers/13,13,1.0,0.55
8,adam s. z. belloum_pers/13,13,1.0,0.55
9,adianto wibisono_pers/13,13,1.0,0.55
10,adrian f. kacso_pers/9,2,1.0,0.55
11,adrian klusek_pers/13,13,1.0,0.55
12,adrian kosmide_pers/13,13,1.0,0.55
13,adrian ktusek_pers/10,3,1.0,0.55
14,agata kubiczek_pers/1,4,1.0,0.55
15,agnieszka wierzbowska_pers/13,13,1.0,0.55
16,aiyu zhu_pers/10,3,1.0,0.55
17,alejandro f. frangi_pers/13,13,1.0,0.55
18,aleksander byrski_pers/13,13,1.0,0.55
19,aleksander mamla_pers/13,13,1.0,0.55
20,alessia gualandris_pers/13,13,1.0,0.55
21,alexander boukhanovsky_pers/13,13,1.0,0.55
22,alexander kordes_pers/13,13,1.0,0.55
23,alexander l. pyayt_pers/13,13,1.0,0.55
24,alexander quast_pers/13,13,1.0,0.55
25,alexander reinefeld_pers/13,13,1.0,0.55
26,alexander v. boukhanovsky_pers/13,13,1.0,0.55
27,alexandru iosup_pers/13,13,1.0,0.55
28,alfons g. hoekstra_pers/13,13,1.0,0.55
29,alfred geiger_pers/13,13,1.0,0.55
30,alfredo saglimbeni_pers/13,13,1.0,0.55
31,alfredo tirado-ramos_pers/13,13,1.0,0.55
32,allen d. malony_pers/13,13,1.0,0.55
33,andreas hoffmann 0003_pers/13,13,1.0,0.55
34,andreas hofmann_pers/11,0,1.0,0.55
35,andreas hoheisel_pers/13,13,1.0,0.55
36,andreas knüpfer_pers/13,13,1.0,0.55
37,andreas reuter 0001_pers/13,13,1.0,0.55
38,andreas schmidt_pers/13,13,1.0,0.55
39,andrei v. malevsky_pers/1,4,1.0,0.55
40,andrzej broda_pers/4,5,1.0,0.55
41,andrzej czyzewski_pers/13,13,1.0,0.55
42,andrzej eilmes_pers/13,13,1.0,0.55
43,andrzej milenin_pers/13,13,1.0,0.55
44,andrzej olszewski_pers/13,13,1.0,0.55
45,andrzej opalinski_pers/13,13,1.0,0.55
46,andrzej ozieblo_pers/13,13,1.0,0.55
47,andrzej urbanik_pers/13,13,1.0,0.55
48,andrzej zbigniew maksymowicz_pers/13,13,1.0,0.55
49,andrés gómez-tato_pers/13,13,1.0,0.55
50,anne-mieke vandamme_pers/13,13,1.0,0.55
51,anthony sulistio_pers/13,13,1.0,0.55
52,antoni cyz_pers/13,13,1.0,0.55
53,arkadiusz gil_pers/13,13,1.0,0.55
54,arkadiusz janik_pers/7,16,1.0,0.55
55,arkadiusz kuboszek_pers/13,13,1.0,0.55
56,arkadiusz z. dudek_pers/13,13,1.0,0.55
57,arndt bode_pers/13,13,1.0,0.55
58,artur andrzejak_pers/13,13,1.0,0.55
59,artur binczewski_pers/13,13,1.0,0.55
60,b. j. broekhuijsen_pers/13,13,1.0,0.55
61,b. p. gouldby_pers/13,13,1.0,0.55
62,b. podsiadlo-kleinrok_pers/13,13,1.0,0.55
63,b_key/2,6,1.0,0.55
64,bartek palak_pers/13,13,1.0,0.55
65,bartlomiej balcerek_pers/13,13,1.0,0.55
66,bartlomiej labno_pers/4,5,1.0,0.55
67,bartlomiej patrzyk_pers/13,13,1.0,0.55
68,bartosz balis_pers/13,13,1.0,0.55
69,bartosz bosak_pers/13,13,1.0,0.55
70,bartosz kowalczyk_pers/13,13,1.0,0.55
71,bartosz kowalewski_pers/3,1,1.0,0.55
72,bartosz kryza_pers/13,13,1.0,0.55
73,bartosz kwolek_pers/13,13,1.0,0.55
74,bartosz minch_pers/10,3,1.0,0.55
75,bartosz szafran_pers/13,13,1.0,0.55
76,bartosz wilk_pers/13,13,1.0,0.55
77,benjamin j. kadlec_pers/13,13,1.0,0.55
78,benjamin satzger_pers/13,13,1.0,0.55
79,benny sowell_pers/13,13,1.0,0.55
80,bernhard lang_pers/13,13,1.0,0.55
81,bob hertzberger_pers/13,13,1.0,0.55
82,bogna blaszczyk_pers/13,13,1.0,0.55
83,branislav borovac_pers/13,13,1.0,0.55
84,breanndán ó nualláin_pers/13,13,1.0,0.55
85,carles bona-casas_pers/13,13,1.0,0.55
86,cees de laat_pers/13,13,1.0,0.55
87,cees t. a. m. de laat_pers/13,13,1.0,0.55
88,cesar r. s. da silva_pers/13,13,1.0,0.55
89,charles a. boucher_pers/13,13,1.0,0.55
90,chris borckholder_pers/13,13,1.0,0.55
91,christian uebing_pers/13,13,1.0,0.55
92,christof klausecker_pers/13,13,1.0,0.55
93,christoph hellweg_pers/13,13,1.0,0.55
94,christopher brown 0002_pers/13,13,1.0,0.55
95,cinzia cappiello_pers/13,13,1.0,0.55
96,claudia gold_pers/13,13,1.0,0.55
97,clemens harlfinger_pers/13,13,1.0,0.55
98,cécile piret_pers/13,13,1.0,0.55
99,damian kosc_pers/13,13,1.0,0.55
100,dan kigelman_pers/13,13,1.0,0.55
101,daniel harezlak_pers/13,13,1.0,0.55
102,daniel krzywicki_pers/13,13,1.0,0.55
103,daniel lorenz 0001_pers/13,13,1.0,0.55
104,daniel nolte_pers/13,13,1.0,0.55
105,daniel rodríguez_pers/13,13,1.0,0.55
106,dario ruiz lopez_pers/13,13,1.0,0.55
107,dariusz król 0002_pers/13,13,1.0,0.55
108,dariusz tasak_pers/13,13,1.0,0.55
109,dariusz zbik_pers/13,13,1.0,0.55
110,dat t. nguyen_pers/6,7,1.0,0.55
111,david a. sanchez_pers/1,4,1.0,0.55
112,david a. van de vijver_pers/13,13,1.0,0.55
113,david a. yuen_pers/13,13,1.0,0.55
114,david coster_pers/13,13,1.0,0.55
115,david k. kahaner_pers/13,13,1.0,0.55
116,david l. george_pers/13,13,1.0,0.55
117,dawid dworak_pers/10,3,1.0,0.55
118,dawid kurzyniec_pers/13,13,1.0,0.55
119,debbi chen_pers/13,13,1.0,0.55
120,debora testi_pers/13,13,1.0,0.55
121,denis caromel_pers/13,13,1.0,0.55
122,dennis hoppe_pers/13,13,1.0,0.55
123,derek groen_pers/13,13,1.0,0.55
124,derrick kondo_pers/13,13,1.0,0.55
125,dieter kranzlmüller_pers/13,13,1.0,0.55
126,dineke frentz_pers/13,13,1.0,0.55
127,dmitry vasunin_pers/13,13,1.0,0.55
128,dmitry vasyunin_pers/13,13,1.0,0.55
129,domenico talia_pers/13,13,1.0,0.55
130,dominik dziok_pers/13,13,1.0,0.55
131,dominik stoklosa_pers/13,13,1.0,0.55
132,dorota stojda_pers/13,13,1.0,0.55
133,dániel drótos_pers/5,8,1.0,0.55
134,edward nawarecki_pers/13,13,1.0,0.55
135,elzbieta richter-was_pers/13,13,1.0,0.55
136,eric lorenz_pers/13,13,1.0,0.55
137,erik o. d. sevre_pers/13,13,1.0,0.55
138,ernesto coto_pers/13,13,1.0,0.55
139,erwin laure_pers/13,13,1.0,0.55
140,eryk ciepiela_pers/13,13,1.0,0.55
141,evan f. bollig_pers/13,13,1.0,0.55
142,ewa deelman_pers/13,13,1.0,0.55
143,ewa matczynska_pers/13,13,1.0,0.55
144,eyuphan bulut_pers/13,13,1.0,0.55
145,f. i. rusadi_pers/13,13,1.0,0.55
146,fabien dubuffet_pers/9,2,1.0,0.55
147,fabio polticelli_pers/13,13,1.0,0.55
148,fabrizio gagliardi_pers/13,13,1.0,0.55
149,farrukh salim shaikh_pers/14,15,1.0,0.55
150,filip pomanski_pers/13,13,1.0,0.55
151,filip szura_pers/9,2,1.0,0.55
152,francesco nerieri_pers/13,13,1.0,0.55
153,francisco fernandez rivera_pers/5,8,1.0,0.55
154,frank berretz_pers/13,13,1.0,0.55
155,frank dopatka_pers/12,9,1.0,0.55
156,françoise baude_pers/13,13,1.0,0.55
157,g. dick van albada_pers/13,13,1.0,0.55
158,g. s. shirshov_pers/13,13,1.0,0.55
159,ganeshwara herawan hananda putra_pers/13,13,1.0,0.55
160,gerben klaas dirk de vries_pers/13,13,1.0,0.55
161,giovanni minervini_pers/13,13,1.0,0.55
162,giuseppe evangelista_pers/13,13,1.0,0.55
163,gordon erlebacher_pers/13,13,1.0,0.55
164,grady barrett wright_pers/13,13,1.0,0.55
165,grazyna skiba_pers/13,13,1.0,0.55
166,grzegorz dobrowolski_pers/13,13,1.0,0.55
167,grzegorz dyk_pers/13,13,1.0,0.55
168,grzegorz kaplita_pers/13,13,1.0,0.55
169,grzegorz mlynarczyk_pers/13,13,1.0,0.55
170,gábor dózsa_pers/1,4,1.0,0.55
171,hailing liu_pers/13,13,1.0,0.55
172,hamideh afsarmanesh_pers/13,13,1.0,0.55
173,han rauwerda_pers/13,13,1.0,0.55
174,han zhang_pers/10,3,1.0,0.55
175,hans j. w. spoelder_pers/13,13,1.0,0.55
176,hawzhin hozhabr pour_pers/13,13,1.0,0.55
177,hawzhin hozhabrpour_pers/13,13,1.0,0.55
178,henri e. bal_pers/13,13,1.0,0.55
179,henrik eichenhardt_pers/13,13,1.0,0.55
180,henryk palka_pers/13,13,1.0,0.55
181,hiroki senshu_pers/13,13,1.0,0.55
182,hong linh truong 0001_pers/13,13,1.0,0.55
183,huai zhang_pers/13,13,1.0,0.55
184,hubert siejkowski_pers/13,13,1.0,0.55
185,hui lin xing_pers/13,13,1.0,0.55
186,igor wojnicki_pers/6,7,1.0,0.55
187,ilkay altintas_pers/13,13,1.0,0.55
188,ilya i. mokhov_pers/13,13,1.0,0.55
189,irena roterman-konieczna_pers/13,13,1.0,0.55
190,irena roterman_pers/13,13,1.0,0.55
191,j. lhomme_pers/13,13,1.0,0.55
192,j. santoso_pers/13,13,1.0,0.55
193,jacek dajda_pers/13,13,1.0,0.55
194,jacek kitowski_pers/13,13,1.0,0.55
195,jacek moscinski_pers/13,13,1.0,0.55
196,jack j. dongarra_pers/13,13,1.0,0.55
197,jacob unterman_pers/10,3,1.0,0.55
198,jakub andrzejewski_pers/13,13,1.0,0.55
199,jakub bujas_pers/13,13,1.0,0.55
200,jakub dziwisz_pers/13,13,1.0,0.55
201,jakub sendor_pers/13,13,1.0,0.55
202,jakub t. moscicki_pers/13,13,1.0,0.55
203,jakub wach_pers/13,13,1.0,0.55
204,james b. s. g. greensky_pers/13,13,1.0,0.55
205,james j. suter_pers/13,13,1.0,0.55
206,jamie shiers_pers/6,7,1.0,0.55
207,jan blasiak_pers/7,16,1.0,0.55
208,jan dzwinel_pers/4,5,1.0,0.55
209,jan meizner_pers/13,13,1.0,0.55
210,jan pieczykolan_pers/13,13,1.0,0.55
211,jan stypka_pers/13,13,1.0,0.55
212,janusz slawek_pers/8,12,1.0,0.55
213,jarek nabrzyski_pers/13,13,1.0,0.55
214,jaroslaw dabrowski_pers/13,13,1.0,0.55
215,jaroslaw iwaszkiewicz_pers/13,13,1.0,0.55
216,javier rubio-loyola_pers/13,13,1.0,0.55
217,jens volkert_pers/13,13,1.0,0.55
218,jeroen broekhuijsen_pers/13,13,1.0,0.55
219,jerzy wasniewski_pers/5,8,1.0,0.55
220,jessica schmidt_pers/13,13,1.0,0.55
221,jesús labarta_pers/13,13,1.0,0.55
222,jie tao_pers/13,13,1.0,0.55
223,joan serrat 0001_pers/13,13,1.0,0.55
224,joan serrat-fernández_pers/13,13,1.0,0.55
225,joanna kijak_pers/13,13,1.0,0.55
226,joanna kocot_pers/13,13,1.0,0.55
227,joanna patrzyk_pers/1,4,1.0,0.55
228,joanna plazek_pers/13,13,1.0,0.55
229,johann krammer_pers/13,13,1.0,0.55
230,john hughes_pers/13,13,1.0,0.55
231,jonas sala_pers/13,13,1.0,0.55
232,jonathan c. mclane_pers/13,13,1.0,0.55
233,joris borgdorff_pers/13,13,1.0,0.55
234,josu martinez_pers/13,13,1.0,0.55
235,jozef kotus_pers/13,13,1.0,0.55
236,juan arenas_pers/13,13,1.0,0.55
237,juan c. burguillo_pers/13,13,1.0,0.55
238,jörg stiller_pers/11,0,1.0,0.55
239,jörg trinitis_pers/13,13,1.0,0.55
240,k. a. karasavvas_pers/10,3,1.0,0.55
241,k. reeves_pers/13,13,1.0,0.55
242,kamil figiela_pers/13,13,1.0,0.55
243,kamil górka_pers/13,13,1.0,0.55
244,kamil iskra_pers/13,13,1.0,0.55
245,kamil mazurek_pers/3,1,1.0,0.55
246,kamil pietak_pers/13,13,1.0,0.55
247,kamil sterna_pers/13,13,1.0,0.55
248,karol grzegorczyk_pers/13,13,1.0,0.55
249,karol wawrzyniak_pers/13,13,1.0,0.55
250,katarzyna prymula_pers/13,13,1.0,0.55
251,katarzyna rycerz_pers/13,13,1.0,0.55
252,katarzyna zajac 0001_pers/13,13,1.0,0.55
253,kazimierz balos_pers/13,13,1.0,0.55
254,kazimierz wiatr_pers/13,13,1.0,0.55
255,kevin hammond_pers/13,13,1.0,0.55
256,kinga salapa_pers/13,13,1.0,0.55
257,kirk e. jordan_pers/5,8,1.0,0.55
258,klaus ullmann_pers/13,13,1.0,0.55
259,klemens noga_pers/13,13,1.0,0.55
260,konrad gadek_pers/13,13,1.0,0.55
261,konrad jopek_pers/13,13,1.0,0.55
262,kornel skalkowski_pers/13,13,1.0,0.55
263,kristof theys_pers/13,13,1.0,0.55
264,krystian pawlik_pers/13,13,1.0,0.55
265,krzysztof banas_pers/13,13,1.0,0.55
266,krzysztof benedyczak_pers/13,13,1.0,0.55
267,krzysztof borowski_pers/2,6,1.0,0.55
268,krzysztof boryczko_pers/13,13,1.0,0.55
269,krzysztof cetnarowicz_pers/13,13,1.0,0.55
270,krzysztof dzwinel_pers/9,2,1.0,0.55
271,krzysztof guzy_pers/13,13,1.0,0.55
272,krzysztof j. cios_pers/10,3,1.0,0.55
273,krzysztof korcyl_pers/13,13,1.0,0.55
274,krzysztof kurowski_pers/13,13,1.0,0.55
275,krzysztof magiera_pers/11,0,1.0,0.55
276,krzysztof nawrocki_pers/13,13,1.0,0.55
277,krzysztof sowa-pieklo_pers/13,13,1.0,0.55
278,krzysztof sowa_pers/13,13,1.0,0.55
279,krzysztof wilaszek_pers/13,13,1.0,0.55
280,krzysztof wilk_pers/13,13,1.0,0.55
281,krzysztof zielinski_pers/13,13,1.0,0.55
282,kuba rozkwitalski_pers/13,13,1.0,0.55
283,ladislav hluchý_pers/13,13,1.0,0.55
284,lechoslaw trebacz_pers/13,13,1.0,0.55
285,leonardo mariani_pers/13,13,1.0,0.55
286,leszek siwik_pers/13,13,1.0,0.55
287,liang zheng_pers/13,13,1.0,0.55
288,louis o. hertzberger_pers/13,13,1.0,0.55
289,ludovic henrio_pers/13,13,1.0,0.55
290,luis menezes_pers/16,14,1.0,0.55
291,lukas wegmeth_pers/13,13,1.0,0.55
292,lukasz dutka_pers/13,13,1.0,0.55
293,lukasz faber_pers/13,13,1.0,0.55
294,lukasz flis_pers/13,13,1.0,0.55
295,lukasz nocun_pers/13,13,1.0,0.55
296,lukasz rauch_pers/13,13,1.0,0.55
297,lukasz skital_pers/13,13,1.0,0.55
298,m. charley kameyama_pers/13,13,1.0,0.55
299,m. damon_pers/4,5,1.0,0.55
300,m. gajecki_pers/13,13,1.0,0.55
301,m. magdón_pers/13,13,1.0,0.55
302,m. mechtel_pers/13,13,1.0,0.55
303,m. renczynska-wyrobek_pers/13,13,1.0,0.55
304,maciej dudek_pers/13,13,1.0,0.55
305,maciej filocha_pers/13,13,1.0,0.55
306,maciej golenia_pers/13,13,1.0,0.55
307,maciej golik_pers/13,13,1.0,0.55
308,maciej grzegorczyk_pers/13,13,1.0,0.55
309,maciej kuzniar_pers/13,13,1.0,0.55
310,maciej malawski_pers/13,13,1.0,0.55
311,maciej nabozny_pers/13,13,1.0,0.55
312,maciej paszynski_pers/13,13,1.0,0.55
313,maciej pawlik_pers/13,13,1.0,0.55
314,maciej twardy_pers/13,13,1.0,0.55
315,maciej zientarski_pers/13,13,1.0,0.55
316,magda szopa_pers/13,13,1.0,0.55
317,magdalena strzoda_pers/3,1,1.0,0.55
318,malgorzata krakowian_pers/13,13,1.0,0.55
319,malgorzata tomanek_pers/13,13,1.0,0.55
320,malgorzata wielgus_pers/13,13,1.0,0.55
321,malgorzata zabinska_pers/13,13,1.0,0.55
322,marcelina borcz_pers/13,13,1.0,0.55
323,marcin grzegorzek_pers/13,13,1.0,0.55
324,marcin jarzab_pers/13,13,1.0,0.55
325,marcin koch_pers/13,13,1.0,0.55
326,marcin kurdziel_pers/13,13,1.0,0.55
327,marcin los_pers/13,13,1.0,0.55
328,marcin nowak_pers/13,13,1.0,0.55
329,marcin pospieszny_pers/13,13,1.0,0.55
330,marcin radecki_pers/13,13,1.0,0.55
331,marcin smetek_pers/13,13,1.0,0.55
332,marcin stolarek_pers/13,13,1.0,0.55
333,marcin szelc_pers/13,13,1.0,0.55
334,marco danelutto_pers/13,13,1.0,0.55
335,marco nichau_pers/13,13,1.0,0.55
336,marek kasztelnik_pers/13,13,1.0,0.55
337,marek kisiel-dorohinicki_pers/13,13,1.0,0.55
338,marek kochanczyk_pers/13,13,1.0,0.55
339,marek kowalski_pers/13,13,1.0,0.55
340,marek magrys_pers/13,13,1.0,0.55
341,marek piascik_pers/13,13,1.0,0.55
342,marek pogoda_pers/13,13,1.0,0.55
343,marek wieczorek_pers/13,13,1.0,0.55
344,marek zaionc_pers/13,13,1.0,0.55
345,margaret balcerzak_pers/10,3,1.0,0.55
346,maria stanislawa magdon-maksymowicz_pers/10,3,1.0,0.55
347,marian bubak_pers/13,13,1.0,0.55
348,mariusz kope_pers/3,1,1.0,0.55
349,mariusz mamonski_pers/13,13,1.0,0.55
350,mariusz sterzel_pers/13,13,1.0,0.55
351,mariusz witek_pers/13,13,1.0,0.55
352,markus bode_pers/13,13,1.0,0.55
353,markus schmid_pers/13,13,1.0,0.55
354,marlon e. pierce_pers/13,13,1.0,0.55
355,marta panuszewska_pers/10,3,1.0,0.55
356,martin bobák_pers/13,13,1.0,0.55
357,martin g. metzker_pers/13,13,1.0,0.55
358,martin koehler_pers/13,13,1.0,0.55
359,martin schulz 0001_pers/13,13,1.0,0.55
360,massimo lamanna_pers/13,13,1.0,0.55
361,matei ripeanu_pers/13,13,1.0,0.55
362,mateusz banach_pers/13,13,1.0,0.55
363,mateusz godzik_pers/13,13,1.0,0.55
364,mateusz kosibowicz_pers/13,13,1.0,0.55
365,mateusz kupisz_pers/10,3,1.0,0.55
366,mateusz paciorek_pers/13,13,1.0,0.55
367,mateusz paciorekl_pers/10,3,1.0,0.55
368,mateusz piech_pers/13,13,1.0,0.55
369,mateusz starzec_pers/13,13,1.0,0.55
370,matthew g. knepley_pers/13,13,1.0,0.55
371,matthias assel_pers/13,13,1.0,0.55
372,matthieu morel_pers/13,13,1.0,0.55
373,matti heikkurinen_pers/13,13,1.0,0.55
374,mehmet a. nacar_pers/13,13,1.0,0.55
375,mehmet s. aktas_pers/13,13,1.0,0.55
376,michael garbas_pers/13,13,1.0,0.55
377,michael gerndt_pers/13,13,1.0,0.55
378,michael m. resch_pers/13,13,1.0,0.55
379,michael oberhuber_pers/13,13,1.0,0.55
380,michael r. knox_pers/13,13,1.0,0.55
381,michal bluj_pers/13,13,1.0,0.55
382,michal dwuznik_pers/13,13,1.0,0.55
383,michal dyrda_pers/6,7,1.0,0.55
384,michal janczykowski_pers/13,13,1.0,0.55
385,michal kapalka_pers/13,13,1.0,0.55
386,michal konarski_pers/13,13,1.0,0.55
387,michal krok_pers/7,16,1.0,0.55
388,michal lopuszynski_pers/13,13,1.0,0.55
389,michal niec_pers/13,13,1.0,0.55
390,michal orzechowski_pers/13,13,1.0,0.55
391,michal pelczar_pers/13,13,1.0,0.55
392,michal piotrowski_pers/8,12,1.0,0.55
393,michal radziszewski_pers/13,13,1.0,0.55
394,michal slaski_pers/13,13,1.0,0.55
395,michal swatowski_pers/13,13,1.0,0.55
396,michal trzeciak_pers/13,13,1.0,0.55
397,michal turala_pers/13,13,1.0,0.55
398,michal wegiel_pers/5,8,1.0,0.55
399,mike r. knox_pers/13,13,1.0,0.55
400,mikolaj baranowski_pers/11,0,1.0,0.55
401,milosz zdybal_pers/13,13,1.0,0.55
402,miroslav zivkovic_pers/13,13,1.0,0.55
403,monika piwowar_pers/13,13,1.0,0.55
404,márcia a. inda_pers/13,13,1.0,0.55
405,n. b. melnikova_pers/13,13,1.0,0.55
406,nan zhang_pers/13,13,1.0,0.55
407,norbert meyer_pers/13,13,1.0,0.55
408,olav hansen_pers/13,13,1.0,0.55
409,oleg v. vasilyev_pers/4,5,1.0,0.55
410,olivier hoenen_pers/13,13,1.0,0.55
411,ondrej habala_pers/13,13,1.0,0.55
412,onn shehory_pers/13,13,1.0,0.55
413,otto rienhoff_pers/13,13,1.0,0.55
414,owen appleton_pers/13,13,1.0,0.55
415,p. mättig_pers/13,13,1.0,0.55
416,pablo lamata_pers/13,13,1.0,0.55
417,paola grosso_pers/13,13,1.0,0.55
418,patryk lason_pers/13,13,1.0,0.55
419,patryk orzechowski_pers/12,9,1.0,0.55
420,paul t. groth_pers/13,13,1.0,0.55
421,pawel chorazyk_pers/13,13,1.0,0.55
422,pawel gepner_pers/13,13,1.0,0.55
423,pawel gosztyla_pers/3,1,1.0,0.55
424,pawel hodurek_pers/13,13,1.0,0.55
425,pawel j. matuszyk_pers/16,14,1.0,0.55
426,pawel jurczyk_pers/13,13,1.0,0.55
427,pawel koperek_pers/13,13,1.0,0.55
428,pawel pawlowicz_pers/13,13,1.0,0.55
429,pawel pierzchala_pers/13,13,1.0,0.55
430,pawel pikula_pers/13,13,1.0,0.55
431,pawel plaszczak_pers/13,13,1.0,0.55
432,pawel swierszcz_pers/12,9,1.0,0.55
433,pawel topa_pers/13,13,1.0,0.55
434,pawel wolniewicz_pers/13,13,1.0,0.55
435,pawel wróblewski_pers/4,5,1.0,0.55
436,peter bloem_pers/13,13,1.0,0.55
437,peter brezany_pers/13,13,1.0,0.55
438,peter brunner_pers/13,13,1.0,0.55
439,peter buchholz 0002_pers/13,13,1.0,0.55
440,peter fritzson_pers/13,13,1.0,0.55
441,peter m. a. sloot_pers/13,13,1.0,0.55
442,peter skov_pers/13,13,1.0,0.55
443,peter v. coveney_pers/13,13,1.0,0.55
444,pieter libin_pers/13,13,1.0,0.55
445,piotr anielski_pers/13,13,1.0,0.55
446,piotr bala_pers/13,13,1.0,0.55
447,piotr blaszczyk_pers/13,13,1.0,0.55
448,piotr godowski_pers/13,13,1.0,0.55
449,piotr handzlik_pers/3,1,1.0,0.55
450,piotr iwo wójcik_pers/10,3,1.0,0.55
451,piotr kala_pers/13,13,1.0,0.55
452,piotr kustra_pers/13,13,1.0,0.55
453,piotr luszczek_pers/13,13,1.0,0.55
454,piotr machner_pers/13,13,1.0,0.55
455,piotr malecki_pers/13,13,1.0,0.55
456,piotr martyna_pers/13,13,1.0,0.55
457,piotr metel_pers/13,13,1.0,0.55
458,piotr nawrocki_pers/13,13,1.0,0.55
459,piotr nowakowski_pers/13,13,1.0,0.55
460,piotr ochlawski_pers/13,13,1.0,0.55
461,piotr pawliczek_pers/13,13,1.0,0.55
462,piotr pegiel_pers/13,13,1.0,0.55
463,piotr wawrykal_pers/13,13,1.0,0.55
464,piotr wiecek_pers/13,13,1.0,0.55
465,piotr wójcik_pers/13,13,1.0,0.55
466,przemyslaw czerwinski_pers/13,13,1.0,0.55
467,przemyslaw dabek_pers/10,3,1.0,0.55
468,przemyslaw majewski_pers/13,13,1.0,0.55
469,r. chrobak_pers/5,8,1.0,0.55
470,radoslaw gembarowski_pers/13,13,1.0,0.55
471,radoslaw maruszewski_pers/13,13,1.0,0.55
472,radoslaw rowicki_pers/13,13,1.0,0.55
473,radoslaw trzcionkowski_pers/3,1,1.0,0.55
474,rafal kluszczynski_pers/13,13,1.0,0.55
475,rafal lichwala_pers/13,13,1.0,0.55
476,rafal orlowski_pers/13,13,1.0,0.55
477,rafal tylman_pers/13,13,1.0,0.55
478,rafal wcislo_pers/13,13,1.0,0.55
479,rahul panday_pers/13,13,1.0,0.55
